"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"998",217381,"toys",NA,4.6,21,26,45.4,2759
"999",219505,"other",NA,4.6,3,27,59.8,3436
"1000",149458,"health","off_brand",4.8,3,15,81.5,977
"1001",123600,"other","off_brand",4.7,8,26,65.5,940
"1002",274975,"health","off_brand",4.9,4,21,26.7,3655
"1003",120238,"health","premium",4.4,10,18,60.2,1056
"1004",117851,"other","off_brand",4.1,2,14,58,1079
"1005",108011,"other","off_brand",2.4,13,8,29,899
"1006",155434,"health","off_brand",4.5,4,18,41.8,1538
"1007",180589,"toys",NA,3.5,11,28,49.1,3189
"1008",95656,"food","off_brand",4,5,27,43.4,810
"1009",150166,"health","premium",3.4,23,24,17.5,2043
"1010",115933,"toys","premium",4.1,10,12,53.8,1041
"1011",75030,"health","off_brand",3.7,7,18,68.6,898
"1012",128984,"health","off_brand",3.4,7,26,94.2,2763
"1013",210044,"other","premium",4.6,19,29,43.5,2309
"1014",123044,"other","off_brand",3.4,4,18,42.2,1829
"1015",174867,"toys","off_brand",4.1,11,19,10,2914
"1016",210498,"food","premium",4.4,10,9,NA,2574
"1017",157258,"health","off_brand",4.3,5,13,6.3,2482
"1018",96032,"other","premium",4.9,187,27,35.1,980
"1019",152143,"health","off_brand",4.5,6,24,53.4,1320
"1020",104253,"health","off_brand",4.4,1,20,54.4,818
"1021",221811,"other","off_brand",3,16,38,26.8,3773
"1022",120234,"health","off_brand",4.5,5,19,79.2,853
"1023",80601,"health","off_brand",3,5,23,40.9,969
"1024",127535,"toys",NA,4.4,5,16,61.1,1124
"1025",173824,"toys","off_brand",2.9,8,26,66.6,3718
"1026",92979,"food","off_brand",3,12,22,77.6,919
"1027",142398,"toys","premium",4.7,5,NA,50.5,1081
"1028",199397,"health","premium",4.6,7,22,34.9,3291
"1029",122436,"other","off_brand",3.9,7,NA,NA,974
"1030",172548,"toys","off_brand",4.5,5,16,63.9,2826
"1031",185186,"health","off_brand",4.7,1,13,NA,1873
"1032",178661,"health","premium",4.6,21,9,45.2,956
"1033",104521,"toys",NA,4.3,5,8,49.5,1806
"1034",111537,"health",NA,4,6,29,46.7,984
"1035",120515,"food","off_brand",3.3,13,25,65.3,916
"1036",180589,"health","premium",4.7,8,9,5.6,2199
"1037",163626,"health","off_brand",4.8,8,21,58.5,1103
"1038",189324,"toys","off_brand",4.9,6,18,76.9,1677
"1039",141284,"toys","premium",4.2,4,16,15.2,2361
"1040",143529,"health","premium",3,5,26,13.6,2794
"1041",149856,"food","off_brand",4.3,2,24,38.2,1203
"1042",120959,"toys","premium",4.5,4,23,39.2,1191
"1043",216482,"food","off_brand",4.6,16,9,24.3,1476
"1044",144871,"food","off_brand",4.3,13,18,6.7,1387
"1045",158407,"health","premium",3.9,14,22,26.6,2968
"1046",189632,"food","premium",3.9,13,17,54.5,3248
"1047",129387,"toys",NA,4.2,11,23,38.1,1941
"1048",154435,"health","premium",4.4,4,30,66.5,2511
"1049",220723,"food","premium",3.7,12,31,53.8,2673
"1050",97564,"food","premium",4.6,7,19,52.7,950
"1051",110200,"toys","premium",4.1,17,23,62.9,1651
"1052",206439,"health","premium",3.7,13,6,51.2,2682
"1053",153485,"other","premium",4.5,3,14,40,2613
"1054",194189,"food",NA,4.5,1,19,48,2422
"1055",156064,"toys","premium",4.1,12,25,26.9,2737
"1056",164297,"health",NA,4.4,14,29,27.5,1734
"1057",130077,"health","off_brand",4.2,13,22,36,727
"1058",200825,"toys","off_brand",4.3,7,37,40.1,3244
"1059",101960,"other","off_brand",4.5,2,11,30.5,947
"1060",98800,"health","off_brand",4.4,3,15,74.4,857
"1061",201447,"food","off_brand",4.2,16,27,45.3,2500
"1062",118643,"health","off_brand",4.3,8,31,5,1137
"1063",159632,"toys","off_brand",4.4,3,8,63.8,2112
"1064",136819,"food","premium",4.5,4,26,45.7,945
"1065",169547,"toys","premium",3.7,10,21,48.1,3593
"1066",121273,"toys","premium",4.5,1,11,47.4,1509
"1067",150653,"food","premium",3.7,16,17,49.4,1069
"1068",161783,"health","premium",3.6,12,9,7.6,2989
"1069",189795,"toys","off_brand",4.5,5,23,61,2699
"1070",152811,"toys","premium",4.4,9,23,11.2,1937
"1071",189658,"other","off_brand",4.5,17,16,42.6,1644
"1072",171991,"toys","off_brand",3.4,6,5,78.4,3176
"1073",70002,"health","premium",4.2,2,16,42.4,611
"1074",103302,"other","premium",2.4,5,34,50.7,2032
"1075",114670,"toys","off_brand",4.2,9,16,40.3,1866
"1076",146486,"other","off_brand",4.4,16,18,40.4,1078
"1077",204389,"other","off_brand",4.1,12,13,89.3,2518
"1078",171870,"toys","off_brand",4.1,7,18,83.5,2670
"1079",106754,"health","premium",4,14,27,5,1081
"1080",154783,"health","off_brand",3.7,9,22,51,2439
"1081",240844,"toys","off_brand",4.6,14,11,80.1,3115
"1082",164691,"food","off_brand",3.9,9,28,34.7,2510
"1083",111328,"health","premium",4.3,8,23,66.7,1191
"1084",141112,"toys","off_brand",2.6,16,20,84.3,2374
"1085",250532,"toys","premium",4.9,17,17,70.2,2668
"1086",146426,"toys","off_brand",3.9,8,NA,43,2006
"1087",148417,"toys","off_brand",4.5,13,18,56.2,1941
"1088",167897,"health","off_brand",3.6,10,29,40,2961
"1089",131716,"toys","off_brand",4.5,15,29,52.3,1411
"1090",215598,"other","off_brand",4.7,8,33,90.1,2967
"1091",150396,"toys","off_brand",4,8,19,63.1,2981
"1092",191732,"food","off_brand",4.5,8,33,50.1,2431
"1093",60918,"toys","premium",2.7,9,14,12.2,1004
"1094",87302,"health","premium",3.5,6,NA,5,2000
"1095",151996,"toys",NA,4,13,18,41.7,3131
"1096",137857,"health","off_brand",3.9,12,NA,25.9,1987
"1097",146796,"toys","premium",4.7,7,20,28.4,1648
"1098",111687,"health","premium",4.5,11,17,25.8,1708
"1099",53523,"health","off_brand",2.9,6,23,83.8,1117
"1100",152514,"toys","premium",4.8,6,29,61.7,1690
"1101",146765,"food","premium",4.7,204,9,90.3,902
"1102",80235,"toys","off_brand",4.4,15,22,72.2,704
"1103",216496,"health","off_brand",4.4,22,24,53.9,2796
"1104",139044,"toys","premium",3.6,5,25,87.2,2934
"1105",160312,"health","off_brand",4.8,8,14,59.5,1248
"1106",80284,"health","premium",2.8,14,9,59.3,907
"1107",210283,"food","premium",4.4,19,21,79.1,3285
"1108",109617,"food","off_brand",3.7,14,28,31.5,1221
"1109",40620,"health","premium",3.9,9,30,59.2,985
"1110",168979,"toys","off_brand",4.7,9,23,66.2,1932
"1111",163613,"health","off_brand",3.9,5,20,71.5,2679
"1112",205015,"food","off_brand",4.8,5,15,33.2,1262
"1113",212970,"health","off_brand",4.6,8,20,42,2783
"1114",150183,"other","off_brand",4,1,20,61.3,2924
"1115",190379,"health","premium",4.1,12,21,46.5,2910
"1116",130268,"health","off_brand",4,22,26,77.1,733
"1117",77255,"health","premium",3.5,2,14,67.8,828
"1118",167857,"food","premium",4.4,13,21,21.9,2347
"1119",121648,"toys","off_brand",3.7,9,NA,60,2239
"1120",65126,"health","off_brand",3.3,7,23,33.2,1203
"1121",111687,"toys","off_brand",4.1,7,21,51.3,1369
"1122",123991,"toys","premium",4.3,16,22,31.4,1447
"1123",194167,"toys","premium",4.7,2,15,80.4,2449
"1124",174497,"health","off_brand",4.4,7,24,48.3,2106
"1125",104034,"food","off_brand",3.7,9,24,41.5,1015
"1126",104524,"toys","premium",3.6,8,28,44.4,1995
"1127",95363,"toys","off_brand",3.9,8,26,109.4,792
"1128",67248,"toys","premium",3.3,4,20,45.6,1666
"1129",51292,"toys","premium",4,15,28,42.9,656
"1130",142349,"other","off_brand",4.6,18,19,41.3,748
"1131",190787,"toys",NA,4.2,16,28,54.7,1699
"1132",112088,"food","off_brand",3.8,14,34,55.2,997
"1133",133010,"health","off_brand",3.7,8,32,75.8,917
"1134",104652,"toys","off_brand",3.5,4,21,76.8,1216
"1135",115491,"toys","off_brand",4.2,6,32,70.1,2184
"1136",81021,"other","premium",3.6,5,23,12.3,1029
"1137",83545,"toys","off_brand",4.4,5,20,100,977
"1138",207792,"health","premium",4.1,14,19,60.3,3011
"1139",59116,"health","off_brand",3.5,4,21,NA,969
"1140",209073,"health","premium",4.3,22,4,55.1,2618
"1141",139361,"food","off_brand",3.4,0,16,36.7,1816
"1142",120863,"food","premium",4.1,10,21,25.1,945
"1143",263363,"health","premium",4.4,6,7,30.8,3862
"1144",215406,"other","off_brand",4.2,3,9,38.9,3107
"1145",152596,"food","off_brand",2.9,9,NA,58,2133
"1146",224835,"other","premium",4.2,8,21,38.7,3574
"1147",173859,"toys","premium",4.3,11,19,71.2,2557
"1148",210948,"health","premium",4.4,3,19,67.3,3588
"1149",175728,"toys","premium",3.2,7,12,38.5,2857
"1150",286392,"health","off_brand",4.6,8,8,69.3,3671
"1151",237475,"toys","premium",4.1,6,8,34.9,4224
"1152",132180,"other","off_brand",3.7,2,15,19.6,2296
"1153",114476,"toys","off_brand",4.7,4,20,94.3,926
"1154",121399,"other",NA,3.7,16,25,37.9,1493
"1155",199364,"health","off_brand",4.8,0,15,60.4,2808
"1156",68351,"health","off_brand",4,5,18,53.6,813
"1157",150518,"health","off_brand",3.6,3,24,33.4,3612
"1158",179835,"food",NA,3.1,6,26,79.9,3138
"1159",101905,"health","premium",4.6,7,18,35.8,1122
"1160",108434,"toys",NA,4.3,6,23,36.5,1093
"1161",160040,"toys","off_brand",4,1,11,65,2220
"1162",138693,"toys","off_brand",4.5,5,4,66.3,1054
"1163",105626,"toys","off_brand",4.3,4,18,54.8,731
"1164",143634,"health","off_brand",3.4,8,14,16.4,2139
"1165",130884,"food","premium",4.4,11,16,55.9,1012
"1166",160909,"health","off_brand",4.4,13,19,30.2,1905
"1167",98592,"toys","premium",4.4,5,NA,85.8,1129
"1168",121474,"health","off_brand",3.6,12,22,51.8,1643
"1169",139723,"toys","premium",4.7,14,18,70.7,1188
"1170",97442,"toys","off_brand",4.5,13,18,57.5,816
"1171",112339,"toys","premium",4.8,7,23,23.5,942
"1172",127984,"toys","off_brand",3.9,8,19,60.7,2777
"1173",78936,"health","premium",3.5,6,12,21.1,862
"1174",150036,"health","off_brand",4.4,2,28,38.8,2023
"1175",123348,"toys","off_brand",4.5,10,23,55.9,811
"1176",142396,"health","off_brand",3.6,4,18,50.3,1867
"1177",68692,"health","premium",3.6,10,26,16.9,1017
"1178",82676,"health","premium",4.6,4,27,55.9,893
"1179",153395,"health","premium",3.8,8,24,37.9,2693
"1180",44877,"food","off_brand",3.3,181,29,70.1,817
"1181",115678,"toys","off_brand",4.5,15,27,53.7,1130
"1182",137345,"health",NA,3.5,10,20,18.7,2253
"1183",124173,"toys","premium",3.4,12,22,44.4,2639
"1184",196216,"toys","off_brand",4.7,4,10,90.8,2457
"1185",137359,"toys","premium",4.4,12,16,36,1850
"1186",200912,"toys","off_brand",4.6,4,21,51.5,3616
"1187",75287,"toys","premium",4.5,4,12,48.2,954
"1188",189829,"toys","premium",4.4,3,19,35.4,2901
"1189",101043,"health","off_brand",4.3,9,21,50.6,777
"1190",182349,"health","premium",4.5,12,19,6.2,2403
"1191",183613,"toys","premium",4.3,8,30,81.8,2581
"1192",125318,"health","off_brand",4.5,5,13,24.6,961
"1193",153423,"other","off_brand",3.7,7,13,20.4,3324
"1194",134659,"toys","off_brand",4.4,1,30,56.1,1010
"1195",60482,"toys","off_brand",3.6,3,21,71,1312
"1196",88401,"toys","premium",4.3,7,24,38,904
"1197",158951,"other","off_brand",3.5,14,19,67.7,2010
"1198",126127,"toys","off_brand",4.4,8,10,45.8,1161
"1199",193557,"health","off_brand",4.6,5,20,18.3,2824
"1200",56339,"toys","premium",3.2,5,16,39.9,966
"1201",151944,"health","premium",4.8,4,20,30.8,962
"1202",149268,"toys","premium",4.2,13,23,94.8,1884
"1203",32106,"toys","off_brand",2.8,3,24,41.6,948
"1204",216218,"other","premium",4.2,8,20,34.2,2842
"1205",113325,"toys","premium",4.8,3,29,40.5,1088
"1206",198812,"health","premium",4.8,2,14,29.8,1284
"1207",97612,"health","off_brand",4,14,20,63.2,843
"1208",176633,"health","off_brand",4.1,4,21,42.5,2578
"1209",176791,"health","premium",4.4,1,14,46.2,2938
"1210",157851,"toys",NA,3.4,13,19,28.7,2155
"1211",178394,"health","off_brand",3.9,7,5,5,2162
"1212",225039,"other","off_brand",4.8,17,11,NA,1989
"1213",119480,"toys","off_brand",4.1,6,31,14.9,2271
"1214",163909,"other","premium",4.8,5,23,59.2,1912
"1215",126291,"other","off_brand",4.4,10,NA,34.3,459
"1216",149701,"toys","off_brand",4.4,7,NA,110.8,1808
"1217",179803,"toys","off_brand",4.6,2,NA,22.7,1988
"1218",97286,"toys","off_brand",4.2,8,22,39.5,621
"1219",158774,"toys",NA,5,3,13,65.2,901
"1220",247355,"toys","off_brand",4.3,15,28,75,2941
"1221",129691,"health","premium",4,1,24,20.1,2589
"1222",60327,"health",NA,3.8,13,16,65.6,819
"1223",111917,"toys","premium",3.2,12,18,35.3,2296
"1224",107914,"health","off_brand",3.5,6,18,36.2,1395
"1225",186302,"toys","premium",4.9,11,22,50.6,2550
"1226",116914,"health","premium",4.2,22,25,18.8,1135
"1227",74672,"health","off_brand",2.9,15,NA,45.8,1216
"1228",175026,"toys","premium",4.6,4,20,55.5,3349
"1229",174149,"health","off_brand",4.7,2,26,69.6,2207
"1230",185590,"health",NA,4.5,14,21,NA,1958
"1231",130944,"health","off_brand",4.1,4,12,17.5,2434
"1232",150074,"health","premium",4.9,7,4,34,1072
"1233",176867,"health","premium",4.6,5,26,59.2,2677
"1234",153538,"toys","off_brand",4.5,14,31,35.5,891
"1235",169028,"toys","off_brand",3.8,7,27,59.6,3260
"1236",109813,"health","premium",4.2,14,25,21.1,1080
"1237",117435,"health","off_brand",4,4,23,78.3,928
"1238",100820,"health","off_brand",4.1,9,17,26.7,980
"1239",235750,"toys","off_brand",4.7,11,30,83.2,3331
"1240",89086,"health",NA,3.7,5,16,34.4,788
"1241",61953,"health","off_brand",3.6,8,19,58,916
"1242",186690,"health","premium",4.2,8,25,49.2,2837
"1243",89687,"toys","off_brand",4,2,26,87,1251
"1244",227668,"health","premium",4.7,8,17,53.5,2328
"1245",87983,"toys","premium",3.3,11,9,74.4,1566
"1246",35413,"health","off_brand",3.7,9,11,57.9,721
"1247",165187,"toys","off_brand",3,14,30,38.5,2980
"1248",219430,"food",NA,4.8,1,14,69.9,2633
"1249",201592,"food","off_brand",4.6,1,13,45.7,1473
"1250",126355,"toys","off_brand",4,7,20,54.7,2220
"1251",94008,"health","premium",4.2,8,12,66.6,579
"1252",75357,"toys","premium",3.6,11,22,26.3,1094
"1253",165344,"toys","off_brand",4.3,1,16,61.1,2899
"1254",165116,"health","off_brand",4.7,6,NA,52,984
"1255",113082,"toys","off_brand",3.6,13,15,41.9,1012
"1256",70674,"toys",NA,4.2,8,NA,70,692
"1257",130316,"other","premium",4.1,4,11,46.6,1173
"1258",219546,"toys","premium",4.6,12,5,47.9,2558
"1259",154700,"health","off_brand",4.5,2,18,54.7,2311
"1260",186273,"toys","off_brand",4.7,6,26,77.1,2132
"1261",118832,"toys","off_brand",4.4,14,16,50.4,921
"1262",176343,"toys","premium",4.7,8,17,68.6,2385
"1263",107976,"health","off_brand",4.2,7,36,42.9,1191
"1264",38311,"toys","off_brand",3,7,33,44,646
"1265",229550,"other","off_brand",4.8,9,22,46.3,3102
"1266",125901,"health","off_brand",3,14,16,35.9,2680
"1267",143027,"health","premium",4.2,4,NA,5,2502
"1268",78699,"other","off_brand",4,8,20,9.3,857
"1269",121780,"toys","off_brand",4.8,1,NA,87.5,1080
"1270",245997,"toys","off_brand",4.8,3,33,NA,3099
"1271",121492,"toys","premium",4.5,3,34,63.4,1016
"1272",96110,"health","premium",3.5,3,19,44,2424
"1273",131830,"health","premium",4.5,5,21,35.6,1652
"1274",124730,"health","premium",4.1,2,16,54.1,1674
"1275",220880,"toys","off_brand",4.7,1,14,41.6,2288
"1276",153744,"health","off_brand",4,3,NA,59.8,2241
"1277",113012,"toys","premium",4.1,14,28,69.8,2498
"1278",129494,"health","off_brand",4.6,4,12,62.9,732
"1279",147957,"toys","off_brand",4.6,2,15,24.2,1564
"1280",170240,"food","off_brand",4.6,1,NA,40.7,2384
"1281",91653,"toys","premium",4.4,10,25,32.1,669
"1282",230152,"other","off_brand",4.7,10,24,46.9,2769
"1283",172272,"health","off_brand",4.8,9,21,26.4,2356
"1284",89917,"toys","premium",4,4,13,42,1258
"1285",166849,"health","off_brand",4.4,10,22,26.3,1262
"1286",89188,"health","off_brand",4.2,5,32,46.2,794
"1287",212573,"food","off_brand",3.9,10,31,NA,3702
"1288",118896,"health","premium",4.7,1,18,43.6,1346
"1289",124016,"food","premium",4.4,3,24,40,1159
"1290",213073,"health","off_brand",4.3,18,24,54.4,2461
"1291",156512,"toys","off_brand",3.2,8,21,75.7,2854
"1292",105008,"other","off_brand",4.4,5,18,18.5,954
"1293",277803,"health","off_brand",4.5,24,13,63.4,3961
"1294",84600,"toys","off_brand",3.4,4,11,69.1,1723
"1295",187089,"toys","premium",4.7,3,30,77,2912
"1296",150848,"health","off_brand",4.2,8,30,32.3,1825
"1297",104169,"toys","premium",3.9,2,22,106.7,1322
"1298",145424,"toys","premium",4.7,14,11,54.9,1353
"1299",162408,"food","premium",4.3,223,27,49.9,2055
"1300",133994,"food","premium",4.3,11,31,36.4,1136
"1301",108579,"other","premium",4.6,4,31,59,940
"1302",117072,"toys","premium",4,13,NA,32.2,1762
"1303",148040,"food","off_brand",4.5,7,31,86,1110
"1304",198485,"food","premium",4.6,7,14,43.5,2277
"1305",54955,"toys","premium",3.8,2,20,45.3,1091
"1306",169737,"food","premium",4.7,10,14,25.9,983
"1307",112972,"toys",NA,3.9,10,NA,23.2,1149
"1308",64456,"health","off_brand",3.5,8,26,77.4,1093
"1309",153056,"toys","off_brand",4.3,9,28,73,2006
"1310",89371,"other","premium",3.9,7,29,5,953
"1311",32442,"toys","off_brand",3.5,6,33,43.1,1081
"1312",47814,"toys","off_brand",3,3,19,69.9,1004
"1313",230742,"health","off_brand",4.7,18,NA,46.3,2744
"1314",153106,"toys","off_brand",4,12,9,57.8,1521
"1315",171244,"toys","off_brand",4.1,5,NA,68.7,2251
"1316",103627,"health","off_brand",4.4,7,22,33.6,760
"1317",123634,"health","off_brand",4.4,18,8,35.3,853
"1318",174122,"other","off_brand",3.6,12,20,43.7,2967
"1319",169237,"health","off_brand",4.8,11,31,45.8,777
"1320",128218,"toys","premium",3.5,8,14,67.6,2978
"1321",95397,"other","off_brand",3.8,6,25,88.4,1188
"1322",52532,"health","premium",4,5,19,38.3,733
"1323",160240,"toys","premium",3.7,10,24,50.8,2890
"1324",123284,"health","off_brand",4.4,3,32,59.4,984
"1325",124855,"food","premium",4.4,5,25,5,952
"1326",209656,"toys","premium",4.9,11,13,41,1894
"1327",114597,"other","premium",3.2,7,NA,9.6,2042
"1328",185947,"other","off_brand",4.7,15,29,33.9,1412
"1329",144067,"other","off_brand",3.1,10,NA,79.1,2801
"1330",159415,"health","premium",4.1,1,10,35.4,2837
"1331",54201,"health","premium",4.4,4,23,5,866
"1332",71583,"health","premium",3,19,13,40.7,982
"1333",101781,"health","premium",4.5,14,20,83,1918
"1334",128716,"toys","off_brand",4.4,4,14,67.5,1095
"1335",59982,"toys","off_brand",2.7,11,13,70.1,971
"1336",194322,"health","premium",4.8,4,NA,46.5,2056
"1337",256466,"health","off_brand",4.9,13,23,51.4,2523
"1338",158420,"toys","off_brand",4.6,8,25,96,1305
"1339",102628,"health","premium",2.7,4,23,39,2002
"1340",88522,"food","off_brand",3.8,7,18,59.4,763
"1341",56833,"toys","off_brand",4.4,4,18,64,664
"1342",158911,"health","off_brand",4.1,11,12,10.9,1614
"1343",75279,"toys","premium",4.6,4,NA,55.6,998
"1344",82084,"health","premium",3.6,2,5,47.8,1567
"1345",125105,"food","off_brand",4.6,10,27,91.3,854
"1346",142552,"toys","premium",3.9,3,23,39.9,3413
"1347",115673,"toys","premium",4.5,1,15,36.5,1018
"1348",229894,"health","off_brand",4.6,16,23,64,3151
"1349",244563,"health","premium",4.7,17,3,17,2488
"1350",198099,"health","off_brand",4.9,5,19,42.3,1723
"1351",121739,"other","off_brand",4.6,6,16,61.4,1102
"1352",243854,"food","premium",4.6,15,NA,69.3,3073
"1353",201510,"other","off_brand",4.3,5,15,NA,2696
"1354",49482,"toys","off_brand",3.5,9,37,84.9,1146
"1355",226509,"toys","off_brand",4.7,6,27,37.9,2950
"1356",131963,"toys","off_brand",4.6,13,29,43.4,887
"1357",83219,"other","premium",4.3,4,16,45.9,1109
"1358",215104,"toys","off_brand",4.3,12,25,70.4,2565
"1359",132667,"health","off_brand",4.3,6,25,61.7,1608
"1360",143262,"toys","off_brand",4.1,4,25,38.5,2493
"1361",110641,"other","premium",4.3,3,12,20.6,988
"1362",192073,"health",NA,4.1,3,11,57.8,3048
"1363",130137,"health",NA,3.8,2,12,12.4,1684
"1364",99354,"toys","premium",2.5,5,27,101.3,2387
"1365",43988,"toys","premium",2.9,194,17,5,749
"1366",95015,"health","premium",3.3,3,40,62.1,2219
"1367",121682,"health","off_brand",4.4,9,13,66.8,965
"1368",152132,"other","premium",4,1,11,52,2351
"1369",175822,"food","premium",2.2,9,13,82.1,2018
"1370",97775,"toys","off_brand",4,9,NA,78.8,818
"1371",105051,"health","off_brand",3.9,8,3,15,982
"1372",181945,"health","off_brand",4.2,14,26,57.5,2326
"1373",234533,"toys","off_brand",4.6,11,11,41.1,3091
"1374",209620,"toys","off_brand",3.3,7,27,11.8,3941
"1375",83990,"health","premium",3.6,5,16,5,1204
"1376",199354,"health","premium",4.7,7,31,43.6,2408
"1377",90183,"toys","off_brand",3.4,8,24,70.1,638
"1378",182598,"other","off_brand",4.2,8,7,30.3,2417
"1379",88095,"toys","off_brand",4.2,16,23,67.4,488
"1380",73694,"toys","off_brand",3.4,3,19,90.2,1955
"1381",184940,"other","off_brand",3.8,4,26,53.8,3856
"1382",102888,"food","premium",2.9,9,24,54.8,1157
"1383",212630,"food","off_brand",4.7,7,27,52.8,2417
"1384",132367,"toys","off_brand",4.5,3,23,39.1,1507
"1385",150821,"other","premium",4.7,10,18,49.4,1339
"1386",149131,"food","premium",3.8,21,22,34.6,2306
"1387",158413,"food","off_brand",2.8,4,17,84.5,2291
"1388",134757,"food","off_brand",4.9,3,17,95.3,681
"1389",92726,"food","premium",3.6,8,25,79,1060
"1390",138738,"other","off_brand",4.1,11,27,51.3,1193
"1391",263951,"health","off_brand",4.6,5,33,66.7,3597
"1392",132148,"health","off_brand",4.6,18,25,34.6,713
"1393",137693,"toys","off_brand",3.9,6,12,74,2436
"1394",158103,"health","premium",3.3,7,NA,15.5,3043
"1395",184403,"toys","premium",4.3,1,17,69,2962
"1396",103167,"toys","off_brand",4,13,27,51.1,1231
"1397",132897,"toys","off_brand",3.9,4,12,23.6,2298
"1398",81811,"toys","premium",4.2,10,20,73.9,882
"1399",160369,"toys","off_brand",4.6,9,31,62.6,2561
"1400",138624,"health","off_brand",4.5,9,11,5,1150
"1401",182412,"health","off_brand",4,9,NA,36.6,2726
"1402",182120,"toys","off_brand",4.7,14,6,71.2,1014
"1403",158462,"toys","off_brand",3.5,10,22,45.5,2878
"1404",84240,"toys","premium",3.7,7,25,49.6,2439
"1405",179866,"food","off_brand",4.8,11,15,38.2,1210
"1406",78813,"health","off_brand",3.9,4,22,49.5,1048
"1407",104206,"toys","off_brand",4.7,5,24,37.3,961
"1408",164646,"toys","off_brand",4.5,3,13,36,2185
"1409",129283,"health","off_brand",4.7,16,4,59.1,679
"1410",205228,"health","off_brand",3.6,9,18,45.6,3434
"1411",165121,"health","premium",4.1,3,24,59.2,2144
"1412",201185,"toys","off_brand",4.3,15,17,82,2615
"1413",159651,"health","premium",4.7,12,11,27.5,954
"1414",121089,"health","premium",4.6,17,13,68.9,985
"1415",72904,"health","premium",4.2,7,27,31.2,1340
"1416",191766,"health","off_brand",4.4,9,21,58.7,3267
"1417",48021,"toys","premium",3.6,6,22,59.7,1344
"1418",138834,"other","off_brand",2.6,9,25,39.5,1943
"1419",144000,"health","off_brand",4.1,19,25,47.4,1814
"1420",220727,"health","off_brand",4.3,17,20,78.2,2415
"1421",184188,"toys","premium",4.8,5,28,54.2,2823
"1422",124204,"health","off_brand",4.6,5,4,28.5,1045
"1423",98150,"health","off_brand",4.5,5,NA,64.5,1097
"1424",153381,"health","off_brand",4.7,10,28,22.3,912
"1425",154293,"health","off_brand",4.7,12,26,44.4,2121
"1426",83244,"toys","premium",3.8,3,14,36.6,1359
"1427",200706,"food","off_brand",3.2,3,24,7.2,3478
"1428",155870,"health","off_brand",4.7,13,NA,78.1,946
"1429",82905,"health",NA,4.3,4,30,45.6,864
"1430",192138,"health","off_brand",4.7,4,12,60.9,1411
"1431",125364,"health","premium",3.9,5,13,48.6,2223
"1432",221495,"toys","off_brand",4.9,12,29,74.7,3129
"1433",203245,"health","off_brand",4.4,7,20,44.8,2675
"1434",240062,"health","off_brand",4.6,7,22,65.5,3277
"1435",100125,"toys","premium",4.1,10,34,29.2,1160
"1436",54119,"food","off_brand",3.4,5,19,59.5,566
"1437",168538,"toys","off_brand",4.8,2,19,46.8,2003
"1438",49431,"toys","premium",3.5,3,19,51.1,613
"1439",120503,"toys","premium",4.8,6,10,18.8,1157
"1440",172370,"health","off_brand",4.5,10,32,33,2152
"1441",146903,"other","premium",4.5,9,15,10,879
"1442",79488,"health","off_brand",3.4,4,12,29.1,643
"1443",214658,"toys","off_brand",4.2,19,21,65.4,2629
"1444",126698,"food","premium",3.3,12,21,33.4,1149
"1445",148684,"food","premium",4.1,13,21,36.4,1840
"1446",157924,"toys","off_brand",4.7,7,25,101.9,1239
"1447",123752,"toys","off_brand",4.1,5,22,53.5,1920
"1448",146610,"health","off_brand",4.9,1,33,52,1708
"1449",197877,"toys","off_brand",4.1,10,14,46.2,3256
"1450",213269,"health","premium",4.3,4,39,56.3,2959
"1451",144661,"other","off_brand",4.3,11,12,54.2,2014
"1452",101130,"health","off_brand",3.8,16,23,13.1,1034
"1453",141694,"toys","premium",4.2,6,21,38.4,3166
"1454",190620,"toys","premium",4.5,10,20,27.6,2178
"1455",149321,"health",NA,4.8,8,23,39.4,1124
"1456",178414,"health","off_brand",4.4,13,NA,64.8,1722
"1457",63122,"toys","premium",3.6,10,30,28.7,1025
"1458",90595,"toys","off_brand",3.1,11,9,107.5,764
"1459",188444,"other","off_brand",3.7,6,16,63.1,3191
"1460",87544,"other","premium",3.4,3,12,52.7,1089
"1461",134448,"toys","premium",3.3,14,13,69.7,2583
"1462",133739,"toys","premium",4.3,4,NA,31.1,2747
"1463",163129,"food","premium",4.3,7,NA,30.6,2418
"1464",203786,"food","premium",4.3,6,24,81.7,2987
"1465",138886,"toys","off_brand",4.6,6,22,65.4,1280
"1466",149494,"health","premium",4.5,7,27,43.3,2457
"1467",185706,"other","off_brand",4.8,6,21,81,2180
"1468",153655,"toys","off_brand",4.1,11,26,75.7,2760
"1469",108787,"food","premium",4.1,4,20,46.6,812
"1470",259927,"health","off_brand",4.8,2,22,56,3251
"1471",135671,"health","off_brand",4.7,3,15,33,1072
"1472",62840,"toys","premium",3.4,4,20,29.3,1106
"1473",100041,"toys","off_brand",3.9,2,27,31.8,2227
"1474",95201,"other","premium",4,10,28,60.9,1461
"1475",154728,"toys","off_brand",4.5,5,10,40.4,578
"1476",122721,"toys","premium",4.3,5,12,37.7,1935
"1477",107652,"health","off_brand",4.3,10,12,18,1042
"1478",248333,"health","premium",4.8,6,15,75.1,3451
"1479",158552,"food","premium",3.9,5,26,63,2135
"1480",136929,"toys","premium",4,8,15,78.7,2947
